Nr.;BLZ;BIC;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;RAH-7;RAH-9;RAH-10;PIN/TAN-Zugang URL;Version;Datum letzte �nderung
1770;54040042;COBADEFFXXX;Commerzbank;Kaiserslautern;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
1771;54050220;MALADE51KLK;Sparkasse Kaiserlautern;Kaiserslautern;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-rp3.s-fints-pt-rp.de/fints30;FinTS V3.0;09.02.2022
1772;54051550;MALADE51KUS;Kreissparkasse Kusel;Kusel;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-rp3.s-fints-pt-rp.de/fints30;FinTS V3.0;09.02.2022
1773;54051990;MALADE51ROK;Sparkasse Donnersberg;Donnersberg;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-rp3.s-fints-pt-rp.de/fints30;FinTS V3.0;09.02.2022
1774;54070024;DEUTDEDB540;Deutsche Bank Privat und Gesch�ftskunden;Kaiserslautern;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1775;54070024;DEUTDEDB540;Deutsche Bank Privat und Gesch�ftskunden;Landstuhl;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1776;54070092;DEUTDESM540;Deutsche Bank;Kaiserslautern;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1777;54070092;DEUTDESM540;Deutsche Bank;Landstuhl;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1778;54090000;GENODE61KL1;Volksbank Kaiserslautern-Nordwestpfalz eG;Kaiserslautern;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1779;54091700;GENODE61LEK;Volksbank Lauterecken;Lauterecken;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1780;54091800;GENODE61OB1;VR Bank Nordwestpfalz -alt-;Rockenhausen;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1781;54092400;GENODE61GLM;Volksbank Glan-M�nchweiler;Glan-M�nchweiler;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1782;54220091;HYVEDEMM485;UniCredit Bank - HypoVereinsbank AG;Pirmasens;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
1783;54240032;COBADEFFXXX;Commerzbank;Pirmasens;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
1784;54250010;MALADE51SWP;Sparkasse S�dwestpfalz;S�dwestpfalz;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-rp4.s-fints-pt-rp.de/fints30;FinTS V3.0;09.02.2022
1785;54261700;GENODE61ROA;VR-Bank S�dwestpfalz eG;Zweibr�cken, Pfalz;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1786;54270024;DEUTDEDB542;Deutsche Bank Privat und Gesch�ftskunden;Pirmasens;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1787;54270024;DEUTDEDB542;Deutsche Bank Privat und Gesch�ftskunden;Zweibr�cken;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1788;54270096;DEUTDESM542;Deutsche Bank;Pirmasens;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1789;54270096;DEUTDESM542;Deutsche Bank;Zweibr�cken;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1790;54510067;PBNKDEFFXXX;Postbank;Ludwigshafen am Rhein;eigenes Rechenzentrum;BdB;;;;;;;;;;;;;;;;;;https://hbci.postbank.de/banking/hbci.do;FinTS V3.0;10.04.2015
1791;54520194;HYVEDEMM483;UniCredit Bank - HypoVereinsbank AG;Ludwigshafen am Rhein;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
1792;54520194;HYVEDEMM483;UniCredit Bank - HypoVereinsbank AG;Kusel;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
1793;54520194;HYVEDEMM483;UniCredit Bank - HypoVereinsbank AG;Hauenstein, Pfalz;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
1794;54520194;HYVEDEMM483;UniCredit Bank - HypoVereinsbank AG;Gr�nstadt;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
1795;54520194;HYVEDEMM483;UniCredit Bank - HypoVereinsbank AG;Ha�loch, Pfalz;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
1796;54520194;HYVEDEMM483;UniCredit Bank - HypoVereinsbank AG;Germersheim;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
1797;54520194;HYVEDEMM483;UniCredit Bank - HypoVereinsbank AG;Annweiler am Trifels;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
1798;54520194;HYVEDEMM483;UniCredit Bank - HypoVereinsbank AG;Worms;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
1799;54520194;HYVEDEMM483;UniCredit Bank - HypoVereinsbank AG;Frankenthal (Pfalz);eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
1800;54520194;HYVEDEMM483;UniCredit Bank - HypoVereinsbank AG;Schifferstadt;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
1801;54520194;HYVEDEMM483;UniCredit Bank - HypoVereinsbank AG;Speyer;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
1802;54520194;HYVEDEMM483;UniCredit Bank - HypoVereinsbank AG;Landau in der Pfalz;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
1803;54540033;COBADEFFXXX;Commerzbank;Frankenthal ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
1804;54540033;COBADEFFXXX;Commerzbank;Ludwigshafen ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
1805;54540033;COBADEFFXXX;Commerzbank;Speyer;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
1806;54540033;COBADEFFXXX;Commerzbank;Bad D�rkheim;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
1807;54550010;LUHSDE6AXXX;Stadtsparkasse Vorderpfalz;Ludwigshafen;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-rp4.s-fints-pt-rp.de/fints30;FinTS V3.0;09.02.2022
1808;54570024;DEUTDEDB545;Deutsche Bank Privat und Gesch�ftskunden;Ludwigshafen am Rhein;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1809;54570024;DEUTDEDB545;Deutsche Bank Privat und Gesch�ftskunden;Alzey;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1810;54570024;DEUTDEDB545;Deutsche Bank Privat und Gesch�ftskunden;Frankenthal (Pfalz);eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1811;54570024;DEUTDEDB545;Deutsche Bank Privat und Gesch�ftskunden;Limburgerhof;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1812;54570024;DEUTDEDB545;Deutsche Bank Privat und Gesch�ftskunden;Speyer;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1813;54570024;DEUTDEDB545;Deutsche Bank Privat und Gesch�ftskunden;Worms;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1814;54570094;DEUTDESM545;Deutsche Bank;Ludwigshafen am Rhein;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1815;54570094;DEUTDESM545;Deutsche Bank;Frankenthal (Pfalz);eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1816;54570094;DEUTDESM545;Deutsche Bank;Alzey;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1817;54570094;DEUTDESM545;Deutsche Bank;Limburgerhof;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1818;54570094;DEUTDESM545;Deutsche Bank;Speyer;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1819;54570094;DEUTDESM545;Deutsche Bank;Worms;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1820;54620093;HYVEDEMM620;UniCredit Bank - HypoVereinsbank AG;Neustadt an der Weinstra�e;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
1821;54640035;COBADEFFXXX;Commerzbank;Neustadt;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
1822;54651240;MALADE51DKH;Sparkasse Rhein-Haardt;Bad D�rkheim;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-rp4.s-fints-pt-rp.de/fints30;FinTS V3.0;09.02.2022
1823;54670024;DEUTDEDB546;Deutsche Bank Privat und Gesch�ftskunden;Neustadt an der Weinstra�e;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1824;54670024;DEUTDEDB546;Deutsche Bank Privat und Gesch�ftskunden;Bad D�rkheim;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1825;54670024;DEUTDEDB546;Deutsche Bank Privat und Gesch�ftskunden;Landau in der Pfalz;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1826;54670095;DEUTDESM546;Deutsche Bank;Neustadt an der Weinstra�e;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1827;54670095;DEUTDESM546;Deutsche Bank;Bad D�rkheim;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1828;54670095;DEUTDESM546;Deutsche Bank;Landau in der Pfalz;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1829;54691200;GENODE61DUW;VR Bank Mittelhaardt;Bad D�rkheim;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1830;54790000;GENODE61SPE;Vereinigte VR Bank Kur- und Rheinpfalz eG;Speyer;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1831;54850010;SOLADES1SUW;Sparkasse S�dpfalz;S�dliche Weinstra�e ;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-rp4.s-fints-pt-rp.de/fints30;FinTS V3.0;09.02.2022
1832;54862500;GENODE61SUW;VR Bank S�dpfalz;Landau in der Pfalz;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1833;54891300;GENODE61BZA;VR Bank S�dliche Weinstra�e eG;Bad Bergzabern;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1834;55020000;BHFBDEFF550;BHF-Bank AG;Mainz;Bank-Verlag GmbH;BdB;hbciserver.bankverlag.de;nicht unterst�tzt;3.0;;ja;;ja;;ja;;;;;;;;;https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp;FinTS V3.0;24.02.2008
1835;55020486;HYVEDEMM486;UniCredit Bank - HypoVereinsbank AG;Mainz a Rhein;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
1836;55033300;SCFBDE33XXX;Santander Bank;Mainz;eigenes Rechenzentrum;BdB;sec.santanderbank.de;193.243.184.115;3.0;;ja;;;;;;;;;;;;;;;26.02.2014
1837;55040022;COBADEFFXXX;Commerzbank;Bad Kreuznach;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
1838;55040022;COBADEFFXXX;Commerzbank;Mainz-Kastel;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
1839;55040022;COBADEFFXXX;Commerzbank;Mainz ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
1840;55040022;COBADEFFXXX;Commerzbank;Ingelheim ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
1841;55060321;GENODE51MZ4;Volksbank Mainz-Finthen;Mainz a Rhein;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1842;55060611;GENODE51MZ6;Raiffeisenbank in Rheinhessen eG;Mainz a Rhein;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;12.08.2024
1843;55061303;GENODE51BUD;Budenheimer Volksbank;Budenheim b Mainz;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1844;55061507;GENODE51HDS;Raiffeisenbank;Heidesheim am Rhein;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1845;55070024;DEUTDEDBMAI;Deutsche Bank Privat und Gesch�ftskunden;Mainz;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1846;55070024;DEUTDEDBMAI;Deutsche Bank Privat und Gesch�ftskunden;Bingen am Rhein;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1847;55070024;DEUTDEDBMAI;Deutsche Bank Privat und Gesch�ftskunden;Ginsheim-Gustavsburg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1848;55070024;DEUTDEDBMAI;Deutsche Bank Privat und Gesch�ftskunden;Ingelheim am Rhein;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1849;55070040;DEUTDE5MXXX;Deutsche Bank;Mainz;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1850;55070040;DEUTDE5MXXX;Deutsche Bank;Bingen am Rhein;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1851;55070040;DEUTDE5MXXX;Deutsche Bank;Ginsheim-Gustavsburg;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1852;55070040;DEUTDE5MXXX;Deutsche Bank;Ingelheim am Rhein;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1853;55090500;GENODEF1S01;Sparda-Bank S�dwest eG;S�dwest ;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1854;55091200;GENODE61AZY;Volksbank Alzey;Alzey;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1855;55190000;MVBMDE55XXX;Volksbank Darmstadt Mainz eG;Mainz;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.11.2023
1856;55340041;COBADEFFXXX;Commerzbank;Worms;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
1857;55350010;MALADE51WOR;Rheinhessen Sparkasse;Worms;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-rp3.s-fints-pt-rp.de/fints30;FinTS V3.0;02.08.2022
1858;55361202;GENODE51AHM;Raiffeisenbank Alsheim-Gimbsheim;Alsheim, Rheinhess;Atruvia AG;BVR;fints2.atruvia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://fints2.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1859;56020086;HYVEDEMM515;UniCredit Bank - HypoVereinsbank AG;Bad Kreuznach;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
1860;56050180;MALADE51KRE;Sparkasse Rhein-Nahe ;Rhein-Nahe ;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-rp3.s-fints-pt-rp.de/fints30;FinTS V3.0;09.02.2022
1861;56051790;MALADE51SIM;Kreissparkasse Rhein-Hunsr�ck;Simmern ;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-rp3.s-fints-pt-rp.de/fints30;FinTS V3.0;09.02.2022
1862;56061151;GENODED1KSL;Raiffeisenbank Kastellaun eG;Kastellaun;Atruvia AG;BVR;fints1.atruvia.de;nicht unterst�tzt;3.0;;;;;;;;ja;;ja;ja;;;;https://fints1.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1863;56061472;GENODED1KHK;Vereinigte Volksbank Raiffeisenbank eG;Simmern;Atruvia AG;BVR;fints1.atruvia.de;nicht unterst�tzt;3.0;;;;;;;;ja;;ja;ja;;;;https://fints1.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1864;56061472;GENODED1KHK;Volksbank Kirchberg-Hunsr�ck eG;Kirchberg;Atruvia AG;BVR;fints1.atruvia.de;nicht unterst�tzt;3.0;;;;;;;;ja;;ja;ja;;;;https://fints1.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1865;56062227;GENODED1RBO;Volksbank Rheinb�llen eG;Rheinb�llen;Atruvia AG;BVR;fints1.atruvia.de;nicht unterst�tzt;3.0;;;;;;;;ja;;ja;ja;;;;https://fints1.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1866;56070024;DEUTDEDB560;Deutsche Bank Privat und Gesch�ftskunden;Bad Kreuznach;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1867;56070040;DEUTDE5M560;Deutsche Bank;Bad Kreuznach;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1868;56090000;GENODE51KRE;VB Nahetal eG;Bad Kreuznach;Atruvia AG;BVR;fints1.atruvia.de;nicht unterst�tzt;3.0;;;;;;;;ja;;ja;ja;;;;https://fints1.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1869;56240050;COBADEFFXXX;Commerzbank;Idar-Oberstein;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
1870;56240050;COBADEFFXXX;Commerzbank;Kirn;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;ja;ja;https://fints.commerzbank.de/fints;FinTS V3.0;27.02.2024
1871;56250030;BILADE55XXX;Kreissparkasse Birkenfeld;Birkenfeld;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-rp3.s-fints-pt-rp.de/fints30;FinTS V3.0;09.02.2022
1872;56261735;GENODED1FIN;Raiffeisenbank Nahe eG;Nahe;Atruvia AG;BVR;fints1.atruvia.de;nicht unterst�tzt;3.0;;;;;;;;ja;;ja;ja;;;;https://fints1.atruvia.de/cgi-bin/hbciservlet;FinTS V3.0;06.09.2023
1873;56270024;DEUTDEDB562;Deutsche Bank Privat und Gesch�ftskunden;Idar-Oberstein;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1874;56270044;DEUTDE5M562;Deutsche Bank;Idar-Oberstein;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
1875;57020086;HYVEDEMM401;UniCredit Bank - HypoVereinsbank AG;Koblenz am Rhein;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;;;;;;;;;;;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;14.10.2024
